EaseOfUse	Gender	Age	DatePosted	Satisfaction	Reason	Supplement	NReviews	Effectiveness
5	Male	65-74	2/27/2015	5	Other	RHODIOLA	97	5
4	Male	55-64	2/10/2015	3	Depression	RHODIOLA	97	3
3	Male	45-54	1/30/2015	5	Age-related fatigue	RHODIOLA	97	5
5	Female	35-44	12/25/2014	5	General Health & Wellness	RHODIOLA	97	5
4	Female	65-74	11/16/2014	4	Menopausal anxiety	RHODIOLA	97	4
5	Female	55-64	11/13/2014	5	General Health & Wellness	RHODIOLA	97	5
5	Female	45-54	11/3/2014	5	Menopausal anxiety	RHODIOLA	97	5
5	Female	55-64	11/1/2014	5	Fatigue	RHODIOLA	97	5
5	Female	45-54	10/28/2014	3	Age-related fatigue	RHODIOLA	97	4
5	Female	25-34	10/17/2014	2	Fatigue	RHODIOLA	97	2
5	Female	45-54	10/3/2014	5	Depression	RHODIOLA	97	5
5	Male	55-64	8/31/2014	5	Fatigue	RHODIOLA	97	4
5	Female	45-54	8/24/2014	5	Depression	RHODIOLA	97	5
4	Male	45-54	7/10/2014	4	Depression	RHODIOLA	97	5
4	Male	45-54	6/15/2014	1	Anxiety	RHODIOLA	97	1
5	Female	19-24	6/8/2014	1	Fatigue	RHODIOLA	97	3
5	Female	35-44	5/28/2014	4	Anxiety	RHODIOLA	97	5
5	Female	45-54	5/3/2014	5	Anxiety	RHODIOLA	97	5
4	Female	65-74	4/27/2014	4	Anxiety	RHODIOLA	97	4
4	Male	35-44	4/20/2014	3	Anxiety disorder	RHODIOLA	97	4
5	Female	13-18	4/13/2014	4	Depression	RHODIOLA	97	4
3	Female	55-64	3/22/2014	3	General Health & Wellness	RHODIOLA	97	3
5	Female	35-44	3/14/2014	3	Other	RHODIOLA	97	4
5	Female	25-34	3/13/2014	5	Depression	RHODIOLA	97	5
5	Female	55-64	3/9/2014	5	Anxiety	RHODIOLA	97	5
5	Male	55-64	3/6/2014	5	"Generalized anxiety disorder (...
							"	RHODIOLA	97	5
4	Female	25-34	3/3/2014	5	Depression	RHODIOLA	97	4
5	Male	55-64	1/23/2014	5	Depression	RHODIOLA	97	5
5	Male	65-74	1/20/2014	5	Anxiety	RHODIOLA	97	5
5	Female	25-34	1/2/2014	5	General Health & Wellness	RHODIOLA	97	5
4	Female	35-44	12/26/2013	2	Age-related fatigue	RHODIOLA	97	4
5	Female	25-34	12/24/2013	5	Anxiety	RHODIOLA	97	5
5	Female	65-74	11/27/2013	5	General Health & Wellness	RHODIOLA	97	3
5	Female	65-74	11/1/2013	5	Depression	RHODIOLA	97	5
5	Female	55-64	10/20/2013	5	Depression	RHODIOLA	97	5
5	Female	55-64	9/30/2013	5	Age-related fatigue	RHODIOLA	97	5
5	Male	55-64	9/3/2013	1	Fatigue	RHODIOLA	97	1
5	Female	55-64	7/8/2013	3	Cancer-related fatigue	RHODIOLA	97	3
5	Female	35-44	6/22/2013	5	Anxiety	RHODIOLA	97	5
5	Female	65-74	4/18/2013	1	Anxiety	RHODIOLA	97	1
5	Female	55-64	4/15/2013	5	Fatigue	RHODIOLA	97	4
5	Male	45-54	3/19/2013	5	Anxiety	RHODIOLA	97	5
4	Female	45-54	3/17/2013	1	Fatigue	RHODIOLA	97	1
5	Male	35-44	11/4/2012	5	Fatigue	RHODIOLA	97	5
5	Female	45-54	10/2/2012	5	Depression	RHODIOLA	97	5
4	Male	45-54	4/9/2012	4	Fatigue	RHODIOLA	97	4
5	Male	35-44	3/22/2012	5	Anxiety	RHODIOLA	97	5
5	Female	35-44	6/22/2011	5	Athletic performance	RHODIOLA	97	5
5	Female	25-34	4/27/2011	5	Anxiety	RHODIOLA	97	4
3	Male	25-34	3/15/2010	4	Age-related fatigue	RHODIOLA	97	3
3	Male	25-34	3/12/2010	4	Age-related fatigue	RHODIOLA	97	3
5	Female	45-54	10/28/2015	5	General Health & Wellness	ROYAL JELLY	36	5
5	Female	35-44	10/24/2015	5	Other	ROYAL JELLY	36	4
5	Male	45-54	6/10/2015	5	General Health & Wellness	ROYAL JELLY	36	5
5	Female	55-64	4/12/2015	5	Other	ROYAL JELLY	36	5
5	Male	65-74	4/7/2015	5	General Health & Wellness	ROYAL JELLY	36	5
1	Male	25-34	3/19/2015	1	Other	ROYAL JELLY	36	1
5	Female	45-54	1/28/2015	5	General Health & Wellness	ROYAL JELLY	36	5
5	Male	25-34	11/13/2014	5	Male infertility	ROYAL JELLY	36	5
5	Female	55-64	11/6/2014	4	Other	ROYAL JELLY	36	4
5	Male	35-44	9/11/2014	5	General Health & Wellness	ROYAL JELLY	36	5
5	Male	55-64	9/4/2014	4	General Health & Wellness	ROYAL JELLY	36	4
5	Male	13-18	6/8/2014	5	Other	ROYAL JELLY	36	5
3	Male	65-74	5/12/2014	3	General Health & Wellness	ROYAL JELLY	36	3
5	Male	45-54	3/26/2014	5	Other	ROYAL JELLY	36	4
5	Female	45-54	3/8/2014	5	General Health & Wellness	ROYAL JELLY	36	5
5	Female	19-24	1/4/2014	5	Other	ROYAL JELLY	36	5
5	Female	45-54	11/3/2013	5	General Health & Wellness	ROYAL JELLY	36	5
1	Male	55-64	10/25/2013	1	Hyperlipidemia	ROYAL JELLY	36	1
5	Female	55-64	10/25/2013	3	Cholesterol	ROYAL JELLY	36	3
4	Female	25-34	10/22/2013	5	General Health & Wellness	ROYAL JELLY	36	5
1	Female	45-54	7/9/2013	1	General Health & Wellness	ROYAL JELLY	36	1
5	Female	65-74	7/6/2013	5	Other	ROYAL JELLY	36	5
4	Female	45-54	2/13/2013	3	Hot flashes	ROYAL JELLY	36	3
1	Female	55-64	12/4/2012	1	Other	ROYAL JELLY	36	1
5	Female	35-44	4/25/2012	5	Other	ROYAL JELLY	36	5
5	Male	45-54	4/16/2011	5	Other	ROYAL JELLY	36	5
1	Female	19-24	2/24/2011	1	Other	ROYAL JELLY	36	1
5	Female	35-44	12/5/2010	5	General Health & Wellness	ROYAL JELLY	36	5
5	Female	35-44	11/17/2010	5	General Health & Wellness	ROYAL JELLY	36	5
3	Male	35-44	10/17/2010	1	General Health & Wellness	ROYAL JELLY	36	2
4	Male	25-34	7/28/2010	5	General Health & Wellness	ROYAL JELLY	36	5
5	Male	19-24	5/16/2010	5	General Health & Wellness	ROYAL JELLY	36	4
5	Male	65-74	6/11/2018	5	General Health & Wellness	SAW PALMETTO	109	5
5	Male	55-64	3/7/2018	4	Enlarged prostate	SAW PALMETTO	109	4
4	Male	55-64	1/11/2018	4	BPH	SAW PALMETTO	109	4
4	Male	65-74	9/9/2017	4	General Health & Wellness	SAW PALMETTO	109	4
1	Female	25-34	4/12/2017	1	BPH	SAW PALMETTO	109	1
4	Male	65-74	7/24/2016	4	Pain	SAW PALMETTO	109	4
4	Male	65-74	11/20/2015	3	Enlarged prostate	SAW PALMETTO	109	3
4	Male	45-54	8/30/2015	5	Hair loss	SAW PALMETTO	109	4
3	Male	45-54	8/24/2015	3	"Benign prostatic hyperplasia (...
							"	SAW PALMETTO	109	3
5	Male	55-64	8/21/2015	5	BPH	SAW PALMETTO	109	5
5	Male	65-74	8/1/2015	5	"Benign prostatic hyperplasia (...
							"	SAW PALMETTO	109	4
5	Male	45-54	1/11/2015	5	General Health & Wellness	SAW PALMETTO	109	5
5	Male	55-64	11/29/2014	3	"Benign prostatic hyperplasia (...
							"	SAW PALMETTO	109	4
4	Male	65-74	10/12/2014	4	Prostate enlargement	SAW PALMETTO	109	4
3	Male	55-64	8/26/2014	4	"Benign prostatic hyperplasia (...
							"	SAW PALMETTO	109	4
5	Male	55-64	7/24/2014	3	Enlarged prostate	SAW PALMETTO	109	5
5	Male	55-64	7/20/2014	5	"Benign prostatic hyperplasia (...
							"	SAW PALMETTO	109	5
2	Female	25-34	6/10/2014	3	Hair loss	SAW PALMETTO	109	4
5	Male	65-74	5/28/2014	5	"Benign prostatic hyperplasia (...
							"	SAW PALMETTO	109	5
5	Male	55-64	5/25/2014	4	BPH	SAW PALMETTO	109	4
5	Male	45-54	4/16/2014	5	Enlarged prostate	SAW PALMETTO	109	5
5	Female	25-34	1/16/2014	5	Alopecia	SAW PALMETTO	109	5
2	Male	55-64	11/20/2013	1	"Prostatitis and chronic pelvic...
							"	SAW PALMETTO	109	1
5	Male	25-34	10/14/2013	5	Alopecia	SAW PALMETTO	109	5
4	Male	55-64	9/30/2013	4	General Health & Wellness	SAW PALMETTO	109	4
5	Male	65-74	9/8/2013	4	Prostate enlargement	SAW PALMETTO	109	4
3	Male	65-74	7/20/2013	1	Other	SAW PALMETTO	109	1
5	Male	45-54	4/15/2013	5	Prostate enlargement	SAW PALMETTO	109	5
5	Male	55-64	4/18/2013	2	BPH	SAW PALMETTO	109	2
5	Male	65-74	1/19/2013	5	BPH	SAW PALMETTO	109	5
1	Male	19-24	1/14/2013	1	Alopecia	SAW PALMETTO	109	1
4	Female	25-34	11/4/2012	3	Alopecia	SAW PALMETTO	109	2
5	Male	65-74	10/11/2012	5	"Benign prostatic hyperplasia (...
							"	SAW PALMETTO	109	5
5	Male	55-64	6/12/2012	5	"Benign prostatic hyperplasia (...
							"	SAW PALMETTO	109	5
5	Male	45-54	5/8/2012	3	Prostate enlargement	SAW PALMETTO	109	3
5	Male	55-64	3/22/2012	5	Prostate enlargement	SAW PALMETTO	109	5
4	Male	65-74	3/12/2012	4	Prostate enlargement	SAW PALMETTO	109	4
3	Male	45-54	3/4/2012	1	Prostatitis	SAW PALMETTO	109	1
4	Male	65-74	2/7/2012	4	"Benign prostatic hyperplasia (...
							"	SAW PALMETTO	109	4
5	Male	55-64	2/2/2012	5	Other	SAW PALMETTO	109	5
5	Male	65-74	1/14/2012	5	BPH	SAW PALMETTO	109	5
4	Male	55-64	11/30/2011	4	"Benign prostatic hyperplasia (...
							"	SAW PALMETTO	109	4
5	Male	55-64	11/2/2011	5	Enlarged prostate	SAW PALMETTO	109	5
1	Male	45-54	11/1/2011	1	Alopecia	SAW PALMETTO	109	1
1	Male	35-44	8/20/2011	5	"Benign prostatic hyperplasia (...
							"	SAW PALMETTO	109	5
4	Male	55-64	7/21/2011	4	"Benign prostatic hyperplasia (...
							"	SAW PALMETTO	109	4
5	Male	65-74	6/17/2011	1	BPH	SAW PALMETTO	109	1
5	Male	45-54	3/22/2011	4	Prostate enlargement	SAW PALMETTO	109	3
3	Male	25-34	2/3/2011	4	Alopecia	SAW PALMETTO	109	3
3	Male	25-34	2/3/2011	4	Alopecia	SAW PALMETTO	109	3
3	Male	25-34	2/3/2011	4	Alopecia	SAW PALMETTO	109	3
3	Male	25-34	2/3/2011	4	Alopecia	SAW PALMETTO	109	3
3	Male	25-34	2/3/2011	4	Alopecia	SAW PALMETTO	109	3
3	Male	25-34	2/1/2011	4	Alopecia	SAW PALMETTO	109	3
3	Male	25-34	2/1/2011	4	Alopecia	SAW PALMETTO	109	3
3	Male	25-34	2/1/2011	4	Alopecia	SAW PALMETTO	109	3
3	Male	25-34	2/1/2011	4	Alopecia	SAW PALMETTO	109	3
3	Male	25-34	2/1/2011	4	Alopecia	SAW PALMETTO	109	3
3	Male	25-34	2/1/2011	4	Alopecia	SAW PALMETTO	109	3
5	Male	65-74	1/3/2011	5	Prostate enlargement	SAW PALMETTO	109	5
4	Male	45-54	12/10/2010	4	Hair loss	SAW PALMETTO	109	4
3	Male	55-64	12/7/2010	1	BPH	SAW PALMETTO	109	1
5	Male	45-54	9/29/2010	5	Other	SAW PALMETTO	109	4
5	Male	35-44	9/1/2010	5	Enlarged prostate	SAW PALMETTO	109	5
5	Male	55-64	4/17/2010	5	BPH	SAW PALMETTO	109	5
5	Male	65-74	4/4/2010	5	Prostate enlargement	SAW PALMETTO	109	5
3	Male	25-34	3/15/2010	4	Alopecia	SAW PALMETTO	109	3
5	Male	65-74	11/26/2009	5	Prostate enlargement	SAW PALMETTO	109	5
4	Male	45-54	10/21/2009	5	BPH	SAW PALMETTO	109	4
5	Male	45-54	10/6/2009	1	Prostatitis	SAW PALMETTO	109	3
5	Male	25-34	8/3/2009	4	Prostatitis	SAW PALMETTO	109	4
5	Male	55-64	6/26/2009	5	Enlarged prostate	SAW PALMETTO	109	5
5	Male	65-74	6/29/2008	5	Other	SAW PALMETTO	109	5
5	Male	45-54	4/11/2008	4	Other	SAW PALMETTO	109	4
1	Male	65-74	12/8/2007	1	Other	SAW PALMETTO	109	1
5	Female	45-54	12/5/2018	5	General Health & Wellness	SERRAPEPTASE	98	5
4	Female	45-54	7/9/2018	5	Sinusitis	SERRAPEPTASE	98	5
5	Female	65-74	3/8/2018	5	Other	SERRAPEPTASE	98	5
5	Male	55-64	2/21/2018	5	Other	SERRAPEPTASE	98	5
5	Female	55-64	1/27/2018	5	General Health & Wellness	SERRAPEPTASE	98	5
4	Female	65-74	11/4/2017	1	Other	SERRAPEPTASE	98	4
5	Male	45-54	5/26/2017	4	Sinusitis	SERRAPEPTASE	98	4
5	Female	65-74	3/31/2017	5	Other	SERRAPEPTASE	98	5
1	Female	65-74	3/23/2017	1	Other	SERRAPEPTASE	98	1
5	Male	55-64	3/19/2017	3	Other	SERRAPEPTASE	98	1
4	Female	65-74	2/21/2017	2	Other	SERRAPEPTASE	98	2
5	Female	45-54	1/22/2017	5	Other	SERRAPEPTASE	98	4
5	Male	65-74	1/9/2017	5	"Lower respiratory tract infect...
							"	SERRAPEPTASE	98	5
4	Male	65-74	11/22/2016	5	Other	SERRAPEPTASE	98	5
5	Female	65-74	8/18/2016	1	Sinusitis	SERRAPEPTASE	98	2
4	Female	65-74	7/23/2016	2	Other	SERRAPEPTASE	98	2
5	Female	55-64	5/10/2016	5	Other	SERRAPEPTASE	98	5
5	Female	45-54	4/12/2016	5	Respiratory conditions	SERRAPEPTASE	98	5
5	Female	65-74	2/5/2016	5	Other	SERRAPEPTASE	98	5
5	Female	55-64	11/23/2015	5	Chronic obstructive bronchitis	SERRAPEPTASE	98	5
2	Female	55-64	8/30/2015	1	Other	SERRAPEPTASE	98	2
5	Female	45-54	8/9/2015	1	Other	SERRAPEPTASE	98	4
5	Male	55-64	6/28/2015	4	Sinusitis	SERRAPEPTASE	98	4
4	Male	55-64	6/13/2015	4	Other	SERRAPEPTASE	98	4
5	Male	55-64	5/22/2015	3	Other	SERRAPEPTASE	98	3
1	Female	55-64	5/12/2015	1	Other	SERRAPEPTASE	98	1
4	Female	45-54	5/3/2015	4	Other	SERRAPEPTASE	98	4
4	Female	65-74	4/14/2015	5	Respiratory conditions	SERRAPEPTASE	98	4
5	Female	35-44	3/10/2015	5	Other	SERRAPEPTASE	98	5
5	Male	65-74	2/7/2015	5	General Health & Wellness	SERRAPEPTASE	98	4
5	Female	65-74	1/20/2015	5	Other	SERRAPEPTASE	98	5
5	Female	55-64	11/24/2014	5	Chronic obstructive bronchitis	SERRAPEPTASE	98	5
5	Male	55-64	10/9/2014	5	Sinusitis	SERRAPEPTASE	98	5
5	Female	65-74	10/7/2014	4	Other	SERRAPEPTASE	98	4
5	Female	55-64	9/11/2014	4	Other	SERRAPEPTASE	98	4
5	Female	55-64	9/5/2014	5	Sinusitis	SERRAPEPTASE	98	5
3	Male	55-64	8/1/2014	5	Other	SERRAPEPTASE	98	5
5	Female	65-74	7/31/2014	5	General Health & Wellness	SERRAPEPTASE	98	5
5	Female	65-74	7/28/2014	5	General Health & Wellness	SERRAPEPTASE	98	5
5	Female	35-44	6/17/2014	1	Other	SERRAPEPTASE	98	1
5	Female	65-74	6/16/2014	5	General Health & Wellness	SERRAPEPTASE	98	5
1	Female	65-74	5/26/2014	1	Other	SERRAPEPTASE	98	1
5	Female	55-64	5/5/2014	5	Other	SERRAPEPTASE	98	5
5	Female	65-74	12/20/2013	4	Other	SERRAPEPTASE	98	4
4	Male	45-54	12/18/2013	1	Other	SERRAPEPTASE	98	1
5	Female	55-64	11/27/2013	4	Chronic obstructive bronchitis	SERRAPEPTASE	98	4
4	Male	55-64	10/22/2013	4	Other	SERRAPEPTASE	98	4
5	Male	55-64	10/13/2013	5	General Health & Wellness	SERRAPEPTASE	98	4
5	Female	65-74	10/4/2013	1	Other	SERRAPEPTASE	98	1
5	Female	55-64	9/20/2013	5	Other	SERRAPEPTASE	98	5
5	Male	65-74	9/13/2013	5	Other	SERRAPEPTASE	98	5
5	Male	65-74	9/6/2013	5	Other	SERRAPEPTASE	98	5
5	Male	45-54	8/20/2013	5	Other	SERRAPEPTASE	98	5
5	Male	45-54	6/13/2013	5	Other	SERRAPEPTASE	98	5
5	Female	55-64	6/9/2013	5	General Health & Wellness	SERRAPEPTASE	98	4
5	Male	55-64	6/4/2013	4	Other	SERRAPEPTASE	98	4
5	Male	45-54	5/7/2013	5	Sinusitis	SERRAPEPTASE	98	5
5	Male	55-64	5/5/2013	4	Respiratory conditions	SERRAPEPTASE	98	4
3	Female	55-64	4/22/2013	1	Other	SERRAPEPTASE	98	1
4	Female	45-54	4/15/2013	1	Other	SERRAPEPTASE	98	1
5	Female	35-44	2/2/2013	5	Other	SERRAPEPTASE	98	5
5	Male	55-64	1/6/2013	5	Other	SERRAPEPTASE	98	5
5	Female	55-64	12/12/2012	5	Other	SERRAPEPTASE	98	5
4	Female	55-64	12/9/2012	3	Other	SERRAPEPTASE	98	3
5	Female	45-54	11/4/2012	5	Other	SERRAPEPTASE	98	5
1	Male	55-64	10/4/2012	2	Respiratory conditions	SERRAPEPTASE	98	3
5	Male	55-64	8/15/2012	5	Other	SERRAPEPTASE	98	5
5	Female	65-74	7/3/2012	1	Other	SERRAPEPTASE	98	1
5	Male	55-64	4/8/2012	1	General Health & Wellness	SERRAPEPTASE	98	1
4	Female	55-64	3/2/2012	5	General Health & Wellness	SERRAPEPTASE	98	5
5	Female	65-74	1/4/2012	5	Other	SERRAPEPTASE	98	5
5	Female	45-54	1/1/2012	4	General Health & Wellness	SERRAPEPTASE	98	5
5	Female	65-74	12/29/2011	5	Chronic obstructive bronchitis	SERRAPEPTASE	98	5
5	Male	65-74	11/3/2011	5	Other	SERRAPEPTASE	98	5
1	Male	45-54	9/15/2011	2	Other	SERRAPEPTASE	98	2
5	Male	55-64	9/7/2011	5	Acute bronchitis	SERRAPEPTASE	98	5
5	Male	55-64	9/3/2011	5	Bronchitis	SERRAPEPTASE	98	5
5	Female	45-54	4/18/2011	5	Other	SERRAPEPTASE	98	5
2	Male	35-44	12/27/2010	2	General Health & Wellness	SERRAPEPTASE	98	2
5	Female	55-64	8/5/2010	5	Respiratory conditions	SERRAPEPTASE	98	5
5	Female	45-54	3/25/2010	5	Respiratory conditions	SERRAPEPTASE	98	5
3	Male	25-34	3/15/2010	4	Bronchitis	SERRAPEPTASE	98	3
5	Male	65-74	6/27/2009	5	Other	SERRAPEPTASE	98	5
3	Female	65-74	1/12/2019	3	Other	SLIPPERY ELM	55	3
5	Female	65-74	1/16/2018	5	Irritable bowel syndrome (IBS)	SLIPPERY ELM	55	5
5	Female	55-64	12/31/2017	5	Sore throat	SLIPPERY ELM	55	5
4	Female	55-64	12/6/2017	4	Other	SLIPPERY ELM	55	4
5	Female	35-44	10/26/2017	5	Skin cancer	SLIPPERY ELM	55	4
5	Female	45-54	5/13/2017	5	Other	SLIPPERY ELM	55	5
5	Female	65-74	3/20/2017	5	Sore throat	SLIPPERY ELM	55	5
5	Female	65-74	3/3/2017	5	Other	SLIPPERY ELM	55	5
5	Female	35-44	11/18/2015	5	Irritable bowel syndrome (IBS)	SLIPPERY ELM	55	5
5	Female	19-24	8/18/2015	5	Other	SLIPPERY ELM	55	5
4	Female	65-74	8/13/2015	5	Irritable bowel syndrome (IBS)	SLIPPERY ELM	55	5
5	Female	55-64	7/13/2015	5	Irritable bowel syndrome (IBS)	SLIPPERY ELM	55	5
5	Male	45-54	7/12/2015	5	Other	SLIPPERY ELM	55	5
5	Female	55-64	6/9/2015	5	"Cancer chemotherapy side effec...
							"	SLIPPERY ELM	55	5
5	Female	25-34	4/4/2015	5	Sore throat	SLIPPERY ELM	55	5
5	Female	55-64	2/8/2015	5	IBS	SLIPPERY ELM	55	5
5	Female	25-34	1/31/2015	5	Other	SLIPPERY ELM	55	3
5	Female	55-64	11/21/2014	5	IBS	SLIPPERY ELM	55	4
5	Male	55-64	11/7/2014	5	Irritable bowel syndrome (IBS)	SLIPPERY ELM	55	5
5	Female	35-44	10/29/2014	3	Other	SLIPPERY ELM	55	3
5	Female	65-74	10/2/2014	5	Other	SLIPPERY ELM	55	5
5	Female	55-64	7/27/2014	5	Sore throat	SLIPPERY ELM	55	5
5	Male	65-74	7/27/2014	4	Sore throat	SLIPPERY ELM	55	5
5	Female	45-54	5/25/2014	1	Other	SLIPPERY ELM	55	1
5	Male	65-74	5/7/2014	5	Sore throat	SLIPPERY ELM	55	5
5	Female	45-54	3/17/2014	5	Other	SLIPPERY ELM	55	5
4	Female	45-54	2/16/2014	4	Other	SLIPPERY ELM	55	4
5	Female	55-64	2/8/2014	5	Sore throat	SLIPPERY ELM	55	5
5	Female	65-74	2/6/2014	5	Other	SLIPPERY ELM	55	5
5	Female	35-44	1/28/2014	2	Other	SLIPPERY ELM	55	2
5	Male	35-44	1/7/2014	5	Other	SLIPPERY ELM	55	5
5	Female	55-64	11/16/2013	5	Other	SLIPPERY ELM	55	5
5	Female	55-64	11/3/2013	4	General Health & Wellness	SLIPPERY ELM	55	4
5	Female	65-74	9/21/2013	5	Other	SLIPPERY ELM	55	5
4	Female	45-54	7/24/2013	1	Other	SLIPPERY ELM	55	4
5	Female	45-54	6/21/2013	5	Other	SLIPPERY ELM	55	5
5	Female	45-54	5/22/2013	5	Sore throat	SLIPPERY ELM	55	5
5	Female	55-64	2/10/2013	5	Other	SLIPPERY ELM	55	5
5	Female	55-64	1/6/2013	5	Other	SLIPPERY ELM	55	4
5	Female	55-64	10/16/2012	3	General Health & Wellness	SLIPPERY ELM	55	3
4	Female	35-44	9/18/2012	4	Other	SLIPPERY ELM	55	5
5	Female	45-54	8/2/2012	5	Other	SLIPPERY ELM	55	5
3	Female	65-74	5/10/2012	1	Other	SLIPPERY ELM	55	3
5	Female	25-34	10/24/2011	5	Other	SLIPPERY ELM	55	5
5	Male	65-74	12/31/2018	5	Other	TAURINE	53	5
5	Female	55-64	12/15/2018	5	Other	TAURINE	53	5
4	Male	55-64	5/13/2016	5	Other	TAURINE	53	4
5	Male	45-54	3/28/2016	5	Other	TAURINE	53	5
5	Female	65-74	2/28/2016	3	General Health & Wellness	TAURINE	53	4
5	Female	55-64	12/2/2015	5	General Health & Wellness	TAURINE	53	5
5	Female	55-64	11/21/2015	5	High blood pressure	TAURINE	53	5
4	Female	55-64	11/8/2015	3	High blood pressure	TAURINE	53	4
5	Male	19-24	10/10/2015	5	General Health & Wellness	TAURINE	53	5
5	Male	35-44	9/15/2015	5	Other	TAURINE	53	5
5	Female	35-44	7/8/2015	5	Other	TAURINE	53	5
5	Male	55-64	6/9/2015	5	Congestive heart failure (CHF)	TAURINE	53	5
5	Female	45-54	6/1/2015	5	Mental performance	TAURINE	53	5
5	Male	65-74	5/26/2015	5	"Age-related macular degenerati...
							"	TAURINE	53	3
5	Female	55-64	5/17/2015	4	Macular degeneration	TAURINE	53	3
5	Male	45-54	2/10/2015	5	Other	TAURINE	53	5
5	Female	45-54	2/7/2015	5	Other	TAURINE	53	5
3	Male	45-54	6/3/2014	3	General Health & Wellness	TAURINE	53	3
5	Female	25-34	5/21/2014	4	General Health & Wellness	TAURINE	53	5
5	Male	45-54	2/10/2014	5	Other	TAURINE	53	5
5	Female	45-54	10/31/2013	5	Other	TAURINE	53	5
5	Male	65-74	7/16/2013	5	Other	TAURINE	53	5
5	Female	55-64	6/28/2013	5	General Health & Wellness	TAURINE	53	5
4	Male	55-64	6/9/2013	4	Mental performance	TAURINE	53	3
5	Male	55-64	3/19/2013	5	Other	TAURINE	53	5
5	Male	45-54	1/9/2013	5	General Health & Wellness	TAURINE	53	5
5	Male	55-64	10/30/2012	5	Heart failure	TAURINE	53	4
5	Male	45-54	8/16/2012	5	General Health & Wellness	TAURINE	53	4
5	Female	65-74	5/3/2012	5	Other	TAURINE	53	5
5	Male	65-74	3/20/2012	4	Congestive heart failure (CHF)	TAURINE	53	4
4	Male	65-74	1/10/2012	4	Mental performance	TAURINE	53	4
5	Female	45-54	5/24/2011	5	Other	TAURINE	53	5
4	Male	45-54	4/26/2011	4	Mental performance	TAURINE	53	4
5	Male	55-64	1/11/2011	5	Other	TAURINE	53	5
5	Female	55-64	9/29/2009	5	Other	TAURINE	53	5
5	Male	45-54	9/1/2008	3	Other	TAURINE	53	1
3	Male	55-64	11/12/2007	3	Other	TAURINE	53	3
5	Female	35-44	6/12/2018	5	Other	TEA TREE OIL	116	5
5	Female	25-34	4/19/2018	5	Other	TEA TREE OIL	116	5
5	Male	55-64	11/11/2017	5	Athlete's foot	TEA TREE OIL	116	5
5	Female	55-64	11/7/2017	5	Toenail fungus	TEA TREE OIL	116	5
5	Female	45-54	7/20/2017	5	Vaginal candidiasis	TEA TREE OIL	116	5
5	Female	25-34	5/4/2017	5	Herpes labialis (cold sores)	TEA TREE OIL	116	5
5	Male	45-54	5/4/2017	5	Gingivitis	TEA TREE OIL	116	5
5	Female	65-74	3/2/2017	5	Toenail fungus	TEA TREE OIL	116	5
4	Male	45-54	3/1/2017	5	"Methicillin-resistant Staphylo...
							"	TEA TREE OIL	116	5
5	Male	55-64	2/13/2017	5	"Tinea corporis, tinea cruris, ...
							"	TEA TREE OIL	116	5
4	Male	19-24	1/14/2017	5	Other	TEA TREE OIL	116	5
5	Female	45-54	10/13/2016	5	Other	TEA TREE OIL	116	5
5	Female	45-54	8/28/2016	5	Skin infection	TEA TREE OIL	116	5
4	Female	65-74	7/28/2016	4	Toenail fungus	TEA TREE OIL	116	5
4	Male	65-74	7/28/2016	2	Toenail fungus	TEA TREE OIL	116	2
3	Female	55-64	6/1/2016	1	Toenail fungus	TEA TREE OIL	116	1
5	Female	65-74	5/16/2016	5	Other	TEA TREE OIL	116	5
5	Female	65-74	5/13/2016	5	Athlete's foot	TEA TREE OIL	116	5
5	Female	25-34	4/20/2016	5	Athlete's foot	TEA TREE OIL	116	5
5	Male	35-44	2/9/2016	5	Cold sores	TEA TREE OIL	116	5
5	Female	35-44	12/7/2015	1	Toenail fungus	TEA TREE OIL	116	1
5	Female	55-64	11/22/2015	5	Skin infection	TEA TREE OIL	116	5
4	Female	13-18	11/3/2015	4	Athlete's foot	TEA TREE OIL	116	4
5	Female	35-44	10/23/2015	5	Skin infection	TEA TREE OIL	116	5
5	Female	65-74	9/21/2015	5	Gingivitis	TEA TREE OIL	116	5
5	Female	55-64	8/24/2015	5	Toenail fungus	TEA TREE OIL	116	5
5	Female	35-44	8/8/2015	5	Athlete's foot	TEA TREE OIL	116	5
5	Female	35-44	7/27/2015	5	Herpes simplex virus (HSV)	TEA TREE OIL	116	5
5	Female	25-34	7/8/2015	5	Other	TEA TREE OIL	116	5
5	Female	65-74	6/1/2015	5	Toenail fungus	TEA TREE OIL	116	4
5	Male	55-64	5/28/2015	5	Other	TEA TREE OIL	116	5
4	Male	45-54	5/25/2015	5	Dandruff	TEA TREE OIL	116	5
1	Female	35-44	4/16/2015	1	Dermatitis	TEA TREE OIL	116	1
3	Male	55-64	4/4/2015	3	General Health & Wellness	TEA TREE OIL	116	3
5	Female	25-34	3/23/2015	5	Toenail fungus	TEA TREE OIL	116	5
4	Female	25-34	3/21/2015	4	Other	TEA TREE OIL	116	4
5	Female	45-54	3/21/2015	5	Other	TEA TREE OIL	116	5
5	Male	45-54	3/20/2015	5	Other	TEA TREE OIL	116	5
5	Male	25-34	3/19/2015	5	Other	TEA TREE OIL	116	5
5	Male	45-54	3/9/2015	5	Other	TEA TREE OIL	116	5
5	Female	35-44	2/25/2015	5	Head lice	TEA TREE OIL	116	5
